Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_Wildtype_1_30_S1.sorted_PDUI	Synthego_Wildtype_1_32_S3.sorted_PDUI	Synthego_Wildtype_2_2_S5.sorted_PDUI	Synthego_Wildtype_24hour_A_S58.sorted_PDUI	Synthego_Wildtype_24hour_B_S53.sorted_PDUI	Synthego_Wildtype_24hour_C_S48.sorted_PDUI	Synthego_Wildtype_4hour_A1_S45.sorted_PDUI	Synthego_Wildtype_4hour_A2_S46.sorted_PDUI	Synthego_Wildtype_4hour_B_S51.sorted_PDUI	Synthego_Wildtype_4hour_C_S52.sorted_PDUI	Synthego_Wildtype_Control_A_S44.sorted_PDUI	Synthego_Wildtype_Control_B_S60.sorted_PDUI	Synthego_Wildtype_Control_C_S47.sorted_PDUI	Synthego_Wildtype_Cytoplasm1_S68.sorted_PDUI	Synthego_Wildtype_Cytoplasm2_S69.sorted_PDUI	Synthego_Wildtype_Cytoplasm3_S70.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24.sorted_PDUI	Synthego_Wildtype_Nuclear1_S62.sorted_PDUI	Synthego_Wildtype_Nuclear2_S63.sorted_PDUI	Synthego_Wildtype_Nuclear3_S64.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12.sorted_PDUI	mean	sd
NM_000975.5|RPL11|chr1|+	4291897.7	23696495	chr1:23696344-23696835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_017001691.1|PNRC2|chr1|+	330.5	23961591	chr1:23961440-23963462	0	0	0	0.42	0.31	0.59	0.57	0	0	0.19	0.62	0.22	0.43	0.15	0.19	0.15	0.23	0.29	0.37	0.26	0.29	0.37	0.36	0.37	0.25	0.06	0.11	0.12	0.22	0.2	0.24	0.19	0.27	0.3	0.245294117647059	0.165258939044296
NM_015871.5|ZNF593|chr1|+	47552.8	26170749	chr1:26170598-26170873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_024452486.1|NUDC|chr1|+	262140.5	26946281	chr1:26946130-26946397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_006600.4|NUDC|chr1|+	55490.2	26946397	chr1:26946130-26946871	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0	0.02	0.02	0.01	0.01	0	0.02	0.01	0.01	0.02	0.02	0.01	0.01	0.0123529411764706	0.00605971472946504
NM_016311.5|ATP5IF1|chr1|+	126136.7	28237988	chr1:28237837-28238100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_178190.3|ATP5IF1|chr1|+	68718.4	28237912	chr1:28237761-28238100	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970588235294118	0.171498585142509
NM_178191.3|ATP5IF1|chr1|+	41.3	28236512	chr1:28236361-28238100	0	0	0.02	0	0.02	0	0.01	0.02	0	0.01	0.02	0.03	0.01	0	0	0	0.01	0.01	0.01	0.01	0.02	0	0	0.01	0	0.01	0	0	0.01	0.01	0	0	0.01	0.01	0.00764705882352941	0.0081867681599961
NM_001173128.2|YTHDF2|chr1|+	1838.2	28769127	chr1:28768929-28769775	0.44	0.42	0.36	0.26	0.28	0.41	0.29	0.43	0.29	0.26	0.5	0.23	0.35	0.38	0.37	0.33	0.28	0.31	0.29	0.26	0.26	0.29	0.24	0.29	0.22	0.15	0.21	0.17	0.19	0.17	0.13	0.19	0.16	0.17	0.281764705882353	0.0932078351575626
NM_001369859.1|PTP4A2|chr1|-	23354.6	31908252	chr1:31906421-31908960	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0	0.01	0.01	0	0.02	0	0.01	0.01	0.01	0.02	0.02	0.02	0	0.01	0.02	0.01	0.02	0.03	0.01	0.02	0.01	0.01	0.02	0.02	0.02	0.01	0.0129411764705882	0.00718981255907142
NM_001199780.2|PSMB2|chr1|-	5206.2	35603138	chr1:35599541-35603374	0.05	0.03	0.03	0.04	0.05	0.05	0.04	0.05	0.05	0.05	0.04	0.04	0.03	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.05	0.05	0.02	0.04	0.04	0.05	0.04	0.04	0.04	0.0379411764705882	0.00977920234855456
NM_001270896.2|TRAPPC3|chr1|-	2192.3	36137031	chr1:36136572-36137322	0.15	0.12	0.12	0.12	0.08	0.11	0.1	0.12	0.1	0.09	0.1	0.1	0.08	0.13	0.15	0.15	0.11	0.11	0.13	0.08	0.08	0.1	0.1	0.11	0.08	0.09	0.11	0.14	0.1	0.15	0.1	0.11	0.09	0.12	0.109705882352941	0.0213889371174924
NM_031280.4|MRPS15|chr1|-	28429.2	36455770	chr1:36455718-36455925	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.04	0	0.01	0.01	0	0	0.01	0.01	0.01	0	0.04	0.02	0	0.01	0	0	0.02	0.01	0.01	0.0102941176470588	0.00968763476704604
NM_006802.4|SF3A3|chr1|-	10244.6	37957955	chr1:37956975-37958263	0.04	0.02	0.02	0.03	0.04	0.02	0.03	0.02	0.03	0.03	0.03	0.04	0.01	0.07	0.07	0.06	0.05	0.05	0.04	0.04	0.03	0.02	0.04	0.05	0.03	0.05	0.09	0.06	0.06	0.06	0.06	0.06	0.05	0.05	0.0426470588235294	0.0179745313976785
XM_011541555.2|UTP11|chr1|+	16536.5	38023696	chr1:38023545-38023808	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0.852941176470588	0.359490627953571
NM_016037.4|UTP11|chr1|+	1524.3	38023803	chr1:38023545-38024820	0.03	0	0.02	0.02	0	0.04	0.01	0.01	0.02	0.03	0.02	0.02	0.01	0.22	0	0	0.01	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0	0	0.52	0	0.02	0.02	0.02	0.02	0.01	0.01	0.035	0.0932006632828524
NR_037632.1|MYCBP|chr1|-	777.3	38864502	chr1:38862490-38864714	0.33	0	0.24	0.28	0	0.36	0	0.38	0.34	0.4	0.23	0	0.24	0	0.56	0.75	0.47	0.38	0	0.35	0.3	0.32	0.23	0	0	0	0	0.27	0.22	0.35	0.25	0.33	0.47	0.3	0.245588235294118	0.189867436633461
NM_012333.5|MYCBP|chr1|-	778	38864502	chr1:38862493-38864714	0.33	0	0.24	0.28	0	0.36	0	0.38	0.34	0.4	0.23	0	0.24	0	0.56	0.75	0.47	0.38	0	0.35	0.3	0.32	0.23	0	0	0	0	0.27	0.22	0.35	0.25	0.33	0.47	0.3	0.245588235294118	0.189867436633461
NM_001184979.2|NDUFS5|chr1|+	514201.6	39034543	chr1:39034392-39034615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001135653.2|PABPC4|chr1|-	109831.9	39560971	chr1:39560816-39561122	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0.882352941176471	0.327034970083864
NM_001905.4|CTPS1|chr1|+	49.8	41011809	chr1:41011658-41012565	0.39	0.08	0.09	0.21	0	0.18	0.12	0.25	0.12	0.14	0	0.1	0.25	0.48	0.31	0.35	0.16	0.2	0.17	0.13	0.13	0.14	0.25	0.26	0.12	0.24	0.43	0.1	0.09	0.14	0.1	0.09	0.09	0.13	0.177647058823529	0.112574791933923
NM_004559.5|YBX1|chr1|+	287927.1	42702350	chr1:42701981-42703805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_148960.3|CLDN19|chr1|-	10.5	42734983	chr1:42733093-42735134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.000882352941176471	0.00378805703680422
NM_001159936.1|EBNA1BP2|chr1|-	9861.4	43164310	chr1:43164174-43164493	0.15	0.13	0.14	0.15	0.1	0.1	0.1	0.12	0.09	0.1	0.12	0.13	0.12	0.09	0.17	0.05	0.11	0.1	0.1	0.1	0.15	0.11	0.09	0.09	0.11	0.08	0.09	0.08	0.1	0.15	0.11	0.1	0.12	0.1	0.110294117647059	0.0249223392692662
NM_006824.3|EBNA1BP2|chr1|-	10181.2	43164310	chr1:43164184-43164493	0.15	0.14	0.15	0.15	0.1	0.1	0.11	0.13	0.1	0.1	0.12	0.13	0.13	0.09	0.17	0.05	0.12	0.1	0.11	0.11	0.15	0.11	0.1	0.09	0.11	0.08	0.09	0.08	0.11	0.15	0.11	0.1	0.12	0.11	0.113823529411765	0.0251076115324167
NM_001255.3|CDC20|chr1|+	50200.9	43363102	chr1:43362951-43363203	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0.441176470588235	0.503994737261378
XM_024451069.1|IPO13|chr1|+	56.6	43967752	chr1:43967586-43968022	0	0	0.31	0	0	0	0	0	0	0	0.18	0	0.19	0	0	0	0.43	0.21	0.29	0.25	0	0	0.17	0.1	0	0.22	0	0.15	0	0	0	0.41	0	0.2	0.0914705882352941	0.13184316562058
NM_001039457.3|ATP6V0B|chr1|+	279070.8	43978132	chr1:43977981-43978295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001294333.2|ATP6V0B|chr1|+	1003.8	43977216	chr1:43977026-43978295	0	0	0	0.33	0	0	0	0	0.41	0	0	0	0	0.65	0.48	0.53	0.39	0	0	0.33	0	0	0.36	0.41	0	0	0.49	0	0	0	0	0.46	0	0	0.142352941176471	0.215477747195718
NM_001012.2|RPS8|chr1|+	153491105.4	44778729	chr1:44778576-44778779	1	1	1	1	1	1	1	1	1	1	1	1	0.98	0.93	0.95	0.97	0.99	1	1	1	1	0.99	1	1	1	0.9	0.89	0.92	0.97	0.98	1	1	1	1	0.984411764705882	0.0303705575597224
NM_000374.5|UROD|chr1|+	128934	45015517	chr1:45015337-45015575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001297566.2|UQCRH|chr1|+	2913452.5	46316722	chr1:46316552-46316776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001242361.2|NRDC|chr1|-	10805.5	51789281	chr1:51789219-51789433	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0.882352941176471	0.327034970083864
NM_001136497.3|BTF3L4|chr1|+	30737.5	52087157	chr1:52086712-52090716	0.03	0.03	0.05	0.03	0	0.02	0	0.02	0.02	0	0.03	0.03	0.02	0.02	0.03	0.02	0.02	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0	0	0	0.02	0.02	0.03	0.02	0.03	0.02	0.0223529411764706	0.0123236219413779
NM_002370.4|MAGOH|chr1|-	792615.3	53226993	chr1:53226900-53227144	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0.382352941176471	0.493270218056382
NM_016126.4|HSPB11|chr1|-	18157	53921611	chr1:53921561-53921767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001305043.2|TMEM59|chr1|-	2766.2	54031673	chr1:54026681-54032305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_016491.4|MRPL37|chr1|+	55045.2	54218332	chr1:54218172-54218383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_003713.5|PLPP3|chr1|-	1884.1	56496432	chr1:56494761-56496676	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.000588235294117647	0.00238832573610613
NM_032027.3|TM2D1|chr1|-	124729.6	61681199	chr1:61681046-61681350	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0.735294117647059	0.447811075519899
NM_001278215.2|MIER1|chr1|+	11	66946301	chr1:66946150-66948245	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.01	0	0	0.00176470588235294	0.00575804482562473
NM_001018067.2|SERBP1|chr1|-	29724.7	67413112	chr1:67407810-67413263	0.18	0.22	0.22	0.14	0.14	0.28	0.12	0.25	0.2	0.15	0.2	0.11	0.24	0.03	0.03	0.04	0.09	0.09	0.08	0.1	0.11	0.1	0.11	0.09	0.12	0.03	0.03	0.03	0.11	0.11	0.13	0.14	0.13	0.13	0.125882352941176	0.0667477225605726
NM_001190987.3|SRSF11|chr1|+	5603.5	70252016	chr1:70250611-70253052	0	0	0	0	0.01	0.01	0	0	0.01	0	0	0.02	0.01	0.01	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0.01	0	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.00588235294117647	0.0060890597666105
NM_001350606.2|SRSF11|chr1|+	5601.5	70252016	chr1:70250608-70253052	0	0	0	0	0.01	0.01	0	0	0.01	0	0	0.02	0.01	0.01	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0.01	0	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.00588235294117647	0.0060890597666105
XM_011542431.2|SRSF11|chr1|+	2439.9	70250759	chr1:70250608-70252020	0	0	0	1	1	1	0	0	1	0.99	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.74	0.74	1	0.77	0.78	0.64	0.68	0.56	0.68	0.752352941176471	0.376563881043096
XR_426640.4|SRSF11|chr1|+	2435	70250759	chr1:70250608-70252002	0	0	0	1	1	1	0	0	1	0.95	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.73	0.74	1	0.74	0.76	0.62	0.65	0.54	0.65	0.746470588235294	0.376739459468816
XM_017002831.2|SRSF11|chr1|+	2438.8	70250762	chr1:70250611-70252020	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0.79	0.79	1	0.83	0.84	0.69	0.73	0.6	0.73	0.764705882352941	0.375872603289656
NM_005455.5|ZRANB2|chr1|-	80.1	71064986	chr1:71063291-71065137	0.16	0.23	0.06	0	0.19	0.14	0.14	0.38	0.18	0.2	0.16	0.12	0.19	0.96	0.3	0.57	0.25	0.29	0.19	0.1	0.11	0.18	0.21	0.3	0.22	0.34	1	0.65	0.12	0.14	0.16	0.11	0.18	0.12	0.254411764705882	0.224448025656351
NM_001162916.2|TYW3|chr1|+	1052.4	74764399	chr1:74763894-74766677	0.06	0.07	0	0.1	0.13	0.06	0.07	0.08	0.07	0.07	0.07	0.06	0.07	0.19	0.1	0.11	0.09	0.08	0.1	0.08	0.1	0.08	0.09	0.08	0.06	0.19	0.19	0.1	0.07	0.06	0.06	0.06	0.07	0.07	0.0864705882352941	0.0391486950083348
NR_073562.1|RABGGTB|chr1|+	63616.4	75794825	chr1:75794510-75795090	0.09	0.05	0.05	0.05	0.06	0.07	0.07	0.07	0.12	0.06	0.06	0.07	0.08	0	0.07	0	0.07	0.07	0.08	0.07	0.08	0.1	0.08	0.07	0.07	0	0.14	0	0.07	0.1	0.06	0.08	0.07	0.06	0.0658823529411765	0.0305621718110976
NM_004582.4|RABGGTB|chr1|+	64031.3	75794825	chr1:75794510-75795086	0.09	0.05	0.05	0.05	0.06	0.07	0.07	0.07	0.12	0.06	0.06	0.07	0.08	0	0.07	0	0.07	0.07	0.08	0.07	0.08	0.1	0.08	0.07	0.07	0	0.14	0	0.07	0.1	0.06	0.08	0.07	0.06	0.0658823529411765	0.0305621718110976
NM_025065.7|RPF1|chr1|+	1107.8	84497678	chr1:84497429-84498325	0.01	0	0.01	0	0	0.01	0.01	0.01	0.01	0	0.02	0.01	0.01	0.01	0.02	0	0.01	0.01	0.01	0.01	0	0.01	0.01	0	0	0.03	0	0	0.01	0.01	0	0	0.01	0.01	0.00764705882352941	0.0069886590075427
XM_011541538.1|SH3GLB1|chr1|+	382.9	86743319	chr1:86743128-86748184	0.03	0.03	0.04	0.03	0.03	0.02	0.04	0.04	0.02	0.02	0.04	0.02	0.03	0.03	0.02	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.04	0.03	0.03	0.05	0.05	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.0329411764705882	0.00798840514469523
XM_011541290.2|ZNF326|chr1|+	184.1	90028226	chr1:90027354-90033588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0.05	0	0.04	0	0	0	0.06	0	0	0.07	0.02	0.05	0.05	0.02	0.06	0.04	0.04	0.05	0.0185294117647059	0.0241375293030504
NM_001320185.2|ZNF326|chr1|+	144.7	90028226	chr1:90027354-90035533	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.04	0.06	0	0.05	0	0	0	0.08	0	0	0.09	0.08	0.04	0.07	0.03	0.06	0.04	0.04	0.05	0.0232352941176471	0.0304233351662527
NM_014597.5|DNTTIP2|chr1|-	75.4	93869781	chr1:93866284-93869944	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.02	0	0.01	0.01	0.01	0.01	0	0.01	0.01	0	0	0	0.02	0.11	0.01	0	0.01	0	0.01	0	0.0102941176470588	0.0185023002857625
NM_018061.4|PRPF38B|chr1|+	592.6	108699825	chr1:108699162-108702928	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.78	0.48	0.6	0	0	0.46	0	0	0	0	0	0.1	0.12	0.13	0.29	0.34	0.31	0.29	0.23	0.26	0.143529411764706	0.212615492364933
XR_001737264.2|PRPF38B|chr1|+	783.3	108699810	chr1:108699162-108701803	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	1	0.72	0.88	0	0	0.71	0	0	0	0	0	0.16	0.19	0.2	0.4	0.49	0.44	0.43	0.33	0.39	0.208235294117647	0.302088393528213
NM_002790.4|PSMA5|chr1|-	2224	109401849	chr1:109399042-109402090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.000294117647058824	0.00171498585142509
NM_153340.5|ATXN7L2|chr1|+	71.2	109492737	chr1:109492586-109492804	0	0	0	0	0	0	0	0	0	0	0.06	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.03	0.15	0	0.0105882352941176	0.0304452988330525
NM_000849.5|GSTM3|chr1|-	2306.5	109736975	chr1:109733937-109737169	0.01	0	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0	0.01	0.04	0.03	0.02	0	0.01	0	0.01	0.01	0.01	0.00970588235294118	0.00797165209204772
NM_001382293.1|LAMTOR5|chr1|-	15207.5	110401432	chr1:110401253-110401583	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0.794117647058823	0.410425630121905
NM_018372.4|LRIF1|chr1|-	130.3	110948248	chr1:110947190-110948399	0	0	0	0.29	0.29	0.51	0	0.52	0.58	0.19	0.28	0.32	0.29	0.33	0	0.39	0.24	0.31	0.16	0.24	0.19	0.31	0.2	0.35	0.37	0.15	0.25	0.31	0.24	0.24	0.12	0.26	0.25	0.19	0.246176470588235	0.143759367671211
XM_017001768.1|LRIF1|chr1|-	133.1	110948245	chr1:110947190-110948396	0	0	0	0.35	0	0	0	0	0	0.22	0.33	0.38	0.34	0.4	0	0	0.28	0.35	0.19	0.28	0	0.37	0.23	0.42	0.42	0.17	0	0	0	0.29	0.14	0.31	0.3	0.22	0.176176470588235	0.162331772238446
XM_005271029.4|LRIF1|chr1|-	134.4	110948245	chr1:110947342-110948396	0	0	0	0.12	0	0	0	0	0	0.08	0.12	0.21	0.19	0.22	0	0	0.15	0.27	0.13	0.14	0	0.17	0.2	0.26	0.21	0.15	0	0	0	0.19	0.08	0.16	0.15	0.13	0.0979411764705882	0.0921388744912448
NM_001166496.2|SLC16A1|chr1|-	20419.6	112914014	chr1:112911847-112914165	0.39	0.59	0.6	0.5	0.46	0.66	0.27	0.49	0.46	0.39	0.74	0.34	0.54	0.27	0.26	0.36	0.22	0.24	0.25	0.25	0.21	0.21	0.22	0.24	0.22	0.21	0.2	0.15	0.26	0.21	0.26	0.24	0.19	0.27	0.334411764705882	0.154020682917874
NM_001242891.2|CSDE1|chr1|-	84527.7	114717979	chr1:114716916-114718216	0.19	0.13	0.14	0.31	0.33	0.31	0.21	0.23	0.21	0.35	0.33	0.29	0.21	0.29	0.25	0.24	0.3	0.29	0.24	0.29	0.24	0.25	0.33	0.3	0.26	0.74	0.54	0.37	0.27	0.26	0.28	0.31	0.31	0.25	0.289705882352941	0.106898005597453
XR_001738208.1|LOC107985200|chr1|-	17809.5	143401629	chr1:143401430-143401780	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0.705882352941177	0.46249729006288
XR_159162.5|LINC02802|chr1|-	17647.2	144227228	chr1:144227029-144227379	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0.735294117647059	0.447811075519899
NR_027356.2|LSP1P5|chr1|+	20164.2	144739148	chr1:144738997-144739347	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0.735294117647059	0.447811075519899
XM_024447619.1|PDZK1|chr1|-	13835.1	145671113	chr1:145670979-145671264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_005272927.3|POLR3C|chr1|+	33.5	145842493	chr1:145842339-145842756	0.18	0	0.3	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.2	0.16	0.14	0.17	0	0.21	0	0.09	0.19	0	0.14	0	0	0.21	0.23	0.45	0.16	0.21	0.0911764705882353	0.114753086863672
NM_006468.8|POLR3C|chr1|+	12.7	145842498	chr1:145842339-145844402	0.06	0	0.11	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.04	0.06	0.03	0.05	0	0.05	0	0.03	0.06	0	0.04	0	0	0.05	0.05	0.11	0.06	0.07	0.0264705882352941	0.0328340504097524
XR_921721.3|POLR3C|chr1|+	33.5	145842493	chr1:145842339-145842758	0.18	0	0.31	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.2	0.16	0.14	0.18	0	0.21	0	0.09	0.19	0	0.14	0	0	0.21	0.23	0.45	0.17	0.21	0.0923529411764706	0.1156551515584
NM_005105.5|RBM8A|chr1|-	62179.4	145925721	chr1:145925341-145925927	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0.00176470588235294	0.00386952994975947
NM_203458.6|NOTCH2NLA|chr1|-	3	146156078	chr1:146148865-146156229	0	0	0	0.01	0	0.01	0	0.01	0	0.01	0	0	0.01	0	0.01	0	0.01	0.02	0	0.01	0.02	0.01	0	0.03	0.03	0	0	0	0	0.01	0	0	0	0	0.00588235294117647	0.00856973075452147
NM_016361.5|ACP6|chr1|-	111.5	147647367	chr1:147642230-147647566	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0.03	0	0.01	0	0	0	0	0	0	0.00205882352941176	0.00591833912241555
XM_024447500.1|ACP6|chr1|-	7396.5	147647414	chr1:147647366-147647566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0.970588235294118	0.171498585142509
NM_018997.3|MRPS21|chr1|+	21547.5	150308348	chr1:150308048-150308979	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.01	0.02	0.02	0.02	0.0144117647058824	0.00503994737261378
NM_017860.5|C1orf56|chr1|+	18.3	151050589	chr1:151050438-151050980	0.12	0.2	0.05	0.17	0	0.1	0	0	0	0	0.07	0.08	0.02	0	0	0.01	0.08	0.13	0	0	0	0	0.12	0.05	0.07	0	0	0	0.07	0.1	0.2	0	0.12	0.05	0.0532352941176471	0.0623149667432624
NM_001204848.2|TNFAIP8L2-SCNM1|chr1|+	127.2	151169137	chr1:151168986-151169986	0.01	0.01	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0.01	0.01	0.01	0	0	0.01	0	0	0	0	0	0	0	0.13	0	0.01	0	0	0	0	0	0.00676470588235294	0.0222548038035638
NM_002966.3|S100A10|chr1|-	24497.8	151983173	chr1:151982915-151983324	1	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0.617647058823529	0.493270218056382
NM_014624.4|S100A6|chr1|-	158280.8	153534679	chr1:153534599-153534830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_017002036.1|S100A13|chr1|-	196728.5	153618887	chr1:153618799-153619038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
